nan nan
  20.992444	 38.638750
  20.992083	 38.639139
  20.992083	 38.640806
  20.991639	 38.641278
  20.990778	 38.641278
  20.990417	 38.641667
  20.990417	 38.642472
  20.988722	 38.644194
  20.988722	 38.646639
  20.987917	 38.647500
  20.987917	 38.652472
  20.989611	 38.654139
  20.989611	 38.664167
  20.988722	 38.665000
  20.988722	 38.665806
  20.987917	 38.666667
nan nan
  20.946667	 38.666194
  20.945806	 38.665389
  20.944139	 38.665389
  20.942889	 38.666667
nan nan
  20.336250	 38.189972
  20.341639	 38.195389
  20.342528	 38.195389
  20.342861	 38.195806
  20.342917	 38.197500
  20.342500	 38.197917
  20.341611	 38.197917
  20.340000	 38.199556
  20.339139	 38.199556
  20.338278	 38.198750
  20.336222	 38.200806
  20.336667	 38.201250
  20.337444	 38.201250
  20.338333	 38.202056
  20.341667	 38.202028
  20.343306	 38.203750
  20.345861	 38.203722
  20.347417	 38.205444
  20.349167	 38.205389
  20.349528	 38.205778
  20.349556	 38.210833
  20.351222	 38.212500
  20.351250	 38.214944
  20.352472	 38.216222
  20.353361	 38.216222
  20.354583	 38.217500
  20.354556	 38.218361
  20.355361	 38.219167
  20.355417	 38.220806
  20.356194	 38.221611
  20.356194	 38.223333
  20.357056	 38.224139
  20.357056	 38.224944
  20.357917	 38.225806
  20.357944	 38.240000
  20.357056	 38.240806
  20.357028	 38.242472
  20.356222	 38.243306
  20.356222	 38.244167
  20.355333	 38.244972
  20.355389	 38.247500
  20.354583	 38.248278
  20.354556	 38.253306
  20.355417	 38.254111
  20.355389	 38.255833
  20.357917	 38.258306
  20.357889	 38.260833
  20.358333	 38.261250
  20.365806	 38.261222
  20.366667	 38.262083
  20.367472	 38.262083
  20.368278	 38.261222
  20.369139	 38.261250
  20.370833	 38.259528
  20.374972	 38.259556
  20.377056	 38.261611
  20.377111	 38.264139
  20.376222	 38.265000
  20.377083	 38.265861
  20.377056	 38.268306
  20.377917	 38.269139
  20.377917	 38.269972
  20.379139	 38.271250
  20.381611	 38.271194
  20.382472	 38.272056
  20.384944	 38.272083
  20.386250	 38.273278
  20.386222	 38.275000
  20.387889	 38.276611
  20.387861	 38.279139
  20.388722	 38.280000
  20.387917	 38.280861
  20.387917	 38.282444
  20.387028	 38.283306
  20.387056	 38.289139
  20.386250	 38.290000
  20.386222	 38.294111
  20.387083	 38.294972
  20.387056	 38.297500
  20.386250	 38.298361
  20.389556	 38.301639
  20.389556	 38.302500
  20.392083	 38.304972
  20.392028	 38.309944
  20.391222	 38.310806
  20.391222	 38.312472
  20.391639	 38.312861
  20.393306	 38.312861
  20.394528	 38.314139
  20.394528	 38.315806
  20.395389	 38.316667
  20.395389	 38.317472
  20.396250	 38.318333
  20.396250	 38.319194
  20.397111	 38.320000
  20.397083	 38.322500
  20.397889	 38.323306
  20.397944	 38.324167
  20.398722	 38.324972
  20.398722	 38.326639
  20.399500	 38.327500
  20.399583	 38.328306
  20.398778	 38.329139
  20.398778	 38.330000
  20.399556	 38.330806
  20.399583	 38.335000
  20.399167	 38.335389
  20.398278	 38.335389
  20.397917	 38.335833
  20.397889	 38.338306
  20.398750	 38.339167
  20.398722	 38.345806
  20.397889	 38.346667
  20.397889	 38.348333
  20.397083	 38.349111
  20.397028	 38.354139
  20.399556	 38.356611
  20.399556	 38.357472
  20.400000	 38.357889
  20.402472	 38.357889
  20.404500	 38.355806
  20.404528	 38.355000
  20.405389	 38.354139
  20.405417	 38.353278
  20.406222	 38.352472
  20.406222	 38.351694
  20.407917	 38.349972
  20.407833	 38.348306
  20.408722	 38.347444
  20.408750	 38.345806
  20.409556	 38.345000
  20.409556	 38.343333
  20.410444	 38.342500
  20.409556	 38.341639
  20.409583	 38.340833
  20.408722	 38.339972
  20.408722	 38.339167
  20.410778	 38.337056
  20.411194	 38.337500
  20.411194	 38.338306
  20.412056	 38.339167
  20.412028	 38.341639
  20.412472	 38.342111
  20.413333	 38.342111
  20.414139	 38.341250
  20.415028	 38.341250
  20.415389	 38.341667
  20.415389	 38.342444
  20.416250	 38.343306
  20.416222	 38.344167
  20.417028	 38.344972
  20.417056	 38.349167
  20.417500	 38.349556
  20.418306	 38.349556
  20.419944	 38.351222
  20.420833	 38.351250
  20.421694	 38.352111
  20.422500	 38.352056
  20.424139	 38.353722
  20.424944	 38.353722
  20.425806	 38.354583
  20.426694	 38.354583
  20.427472	 38.355389
  20.429944	 38.355417
  20.430806	 38.356278
  20.434167	 38.356222
